Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
1,300.9810256,217308.0109954524,135152.7064,2652.616243,64.76283809,2,375158479.2,2,4715956.559,1840.960609,11.02116032,4204
6,784.4554336,255761.42956785232,397418.7473,3433.739917,54.82440009,2,123081387.4,2,14303853.88,17896.79609,39.62003167,2002
6,186.4348406,97128.56283885811,428357.2251,4980.044205,75.7186713,2,409285531.5,3,14214532.87,29392.70583,98.22188252,1685
5,869.438543,415676.99148754845,48955.99455,3998.471534,60.81122267,2,430786831.7,1,4120604.002,35685.85165,66.94175327,1904
1,189.2416956,137638.8417634542,52178.14597,8131.269442,57.50610675,2,139620091.5,1,13844681.32,34430.08608,73.51461589,2385
4,295.2434201,181350.95751594167,208410.7877,9405.830702,93.54469014,1,115430906.0,2,18728685.38,4668.340941,14.56898495,3340
2,965.8817983,487335.4346170826,434546.0359,7421.117825,98.06285259,1,253255445.3,1,16071378.12,48031.02681,58.31595777,826
1,724.6145516,327883.7008295313,345086.2296,7116.202132,56.75242958,2,315687020.2,2,15576930.17,42096.51795,41.42380418,3517
7,223.4732282,81386.96531709001,7296.561006,9508.992407,54.80762121,4,109864106.1,2,9975024.946,21292.34228,82.1708887,1032
7,725.7126905,186020.63071770425,132600.7231,3994.829687,89.61012873,4,254834854.9,2,14954061.8,25842.87653,5.335833366,2063
2,373.5147733,244047.1029884097,296249.5013,6302.872291,81.42584869,2,61984406.39,2,1991889.139,43941.31769,14.3675104,1642
1,522.2396719,335951.55337551475,343345.7049,1174.905204,72.5745752,3,426660428.3,2,13064729.62,39680.64593,58.41628965,2776
1,624.0383931,314862.8339321689,141049.4508,8467.012287,94.90341455,4,334251832.4,1,12629679.82,22528.11724,81.14324616,4349
6,412.0662884,173221.49845140066,442863.3264,2063.257609,65.69044195,1,229099104.4,2,11926733.13,26932.047,46.50152432,796
7,419.2663037,151819.22864489965,344717.3849,9032.161356,87.89508892,2,158465007.7,2,17822804.19,5822.237397,63.72638857,4520
7,967.6486449,319800.33476711134,82033.72202,3026.531737,98.07112008,3,20496369.52,1,2505901.254,9095.834259,22.15868768,1548
1,429.1329716,300540.1110188787,406775.8916,6203.432063,68.45040541,2,346015993.9,3,5740136.064,35728.37071,89.3006333,831
3,565.3691692,385655.43255297875,150637.2504,9089.867564,91.58617484,1,61607097.38,3,8715498.556,31144.79056,37.8605812,3510
7,249.7708136,89907.004561915,438286.1385,5853.450288,88.37968174,4,249757042.0,3,3242818.062,32155.03771,18.58923548,757
3,93.53165472,90868.85993642325,210002.961,4217.53624,59.9687265,3,229032067.4,2,12480827.51,25291.46896,35.97717375,4787
4,492.089243,172206.94916290685,59025.41742,1777.384267,73.58247166,4,355780937.3,1,5468649.374,1696.546787,82.85254218,2129
3,906.594895,598840.6056480745,24800.72032,6121.485832,97.50241705,1,191477431.3,3,14284666.75,44586.59062,81.04094215,978
5,766.1622522,409474.2956583662,406728.7895,2723.739277,69.91623283,1,6150694.261,1,2715361.562,18324.65909,32.21714795,2113
3,524.8354824,360331.4889482542,363676.4665,8066.131812,87.56499807,2,357460981.0,1,11435535.92,23110.10068,41.41686992,3341
5,286.2075363,134269.66993473488,131363.1552,6707.090315,68.54903631,3,354982363.6,2,8519795.435,2372.841974,4.660571648,93
3,719.2889433,416227.4847622276,296983.7225,2540.946791,65.26479369,3,37038230.99,3,2851482.205,29402.45999,17.07474684,2254
3,535.0697795,366725.4980566089,266118.804,193.5690644,87.30075782,1,309675556.9,3,1131608.35,9264.26203,85.78297236,677
3,59.10273414,69358.94776284174,247244.6558,206.4256432,72.79893939,2,364220053.3,2,1715313.018,8897.761437,14.05655498,939
4,842.7270247,366810.8456193042,36304.25692,3682.098533,55.12589608,2,333242593.2,2,13759179.97,38457.01903,71.45493053,827
7,115.9787606,82093.1335178939,328136.3775,961.8884566,65.58979694,2,5164608.663,1,15217498.71,13954.71455,55.07627596,2898
3,279.6883709,153146.15401397485,272318.4666,2704.760247,99.44908966,4,439184655.3,1,3404141.644,33502.52169,18.43368645,2627
7,573.1875085,261338.3016299819,135118.9911,9057.44207,96.42308635,2,307403083.3,3,19400271.48,17099.74679,72.21943371,2098
4,961.0163323,314184.1044306185,448045.0996,5032.523561,59.02097171,4,37682716.62,1,18813174.63,16135.07543,94.19235274,817
4,523.5086545,299842.88460863434,328220.2827,7398.452747,86.78526025,2,304914663.7,3,2507120.27,7001.958721,59.05966982,1291
4,636.4526066,268741.9061140043,397983.6786,8470.584775,55.05107832,3,291801360.0,2,5657609.942,42136.74397,42.59424735,4640
2,574.3131653,287406.53108347807,309074.9281,2057.589173,52.39242473,4,235517808.7,1,1592801.448,38099.64716,36.07666928,4861
3,706.6550668,298157.0818056513,354836.2423,3933.548492,60.84236789,4,245898431.2,3,2627420.248,11347.30967,28.02756734,885
1,399.6706608,225122.79920845997,31191.16981,5556.07852,90.26583573,2,25489823.84,1,1089941.758,15094.85719,96.53961824,408
5,928.3923942,489044.0622267381,75100.44295,4877.845689,63.47944229,1,313399070.0,1,18452579.13,39993.70244,73.40387244,2882
3,684.6209255,438276.9263816749,256035.816,2152.553661,97.10541577,3,221730848.5,3,15167554.06,47537.16233,99.78677457,4549
3,123.1160786,109352.1103155964,241403.8674,5369.644689,55.54927913,1,402110642.8,2,8450554.705,5711.532787,42.01530311,2131
3,201.1770478,158121.70760154916,345585.5281,2115.330516,73.37780029,1,436314810.7,1,14089810.59,38930.70675,21.26283666,2097
5,787.1085736,524189.9852986423,347576.448,9487.311146,84.0036071,1,344295759.1,1,9128199.863,2157.046367,91.61784224,4065
4,32.17721012,42977.67219343336,72689.58299,2133.203026,56.35906889,3,173085580.0,2,10297921.13,32620.85969,13.13554275,4909
7,377.4867723,132336.41762780008,115111.4932,3242.71308,76.08586875,2,16709101.94,2,9231741.28,24443.55669,35.21166396,495
2,508.5922617,241606.28936006897,370471.9113,300.8832935,77.98500817,3,11571759.59,2,8773086.991,46496.11468,29.70929666,1982
3,738.2348185,491104.1768861797,252137.8712,3598.039146,96.60744829,3,22131132.75,3,979040.8728,48090.08753,48.39512129,707
4,962.1525678,402047.04510540003,43096.69577,4971.673371,69.64418186,4,381582596.7,2,17310305.35,22774.50134,13.27578042,3372
4,318.8524433,166561.1866246352,222686.5154,7506.816862,71.69075262,2,51522793.32,3,1042949.716,4062.97931,91.16926758,284
6,111.6543918,84886.26299363797,333582.8144,8047.888783,74.38188124,1,181743158.9,1,8662985.75,49148.44762,41.7519073,2739
4,658.7397768,351295.6395467887,437115.9283,1064.539821,76.53405011,1,34699726.22,1,2426361.99,22339.44327,75.62214343,4953
3,420.6149275,295218.35310735914,298300.7089,1114.236206,53.49710434,2,85634421.7,3,2677470.902,42547.09626,59.1425376,1009
1,919.5722939,596326.7787507203,29566.28118,642.6984961,78.07493914,3,317389231.9,1,10513568.63,16226.9283,27.00668355,3510
3,981.8328324,645846.4774073984,234223.3254,557.656986,80.04460577,1,272533133.3,2,3911883.837,6745.786298,81.81935889,2101
2,960.3916997,420519.97427225474,110863.1891,7177.793951,81.20845998,3,65647177.93,1,13442431.31,35444.14131,13.01078303,4250
2,83.44759109,81234.50226397955,225616.8323,560.3745677,93.97380525,2,336523414.5,1,14141869.74,12442.10448,48.14470334,267
1,233.358451,137172.5334758755,406442.346,5699.752179,68.52614642,3,331439930.9,3,2682706.256,36638.11442,35.83899486,3814
4,124.2616355,76461.08703515679,439379.2353,8289.642731,90.39898539,3,437411809.3,1,14232700.41,49670.4366,72.31732459,730
6,538.24826,179123.71604190994,388160.6591,4123.32148,74.91630214,2,35875364.49,2,12527816.79,13431.9235,45.80056362,1166
6,950.6974936,432898.59568083193,442840.9974,9141.72648,74.03975664,1,18112037.94,1,3056064.784,13114.97521,92.07024777,115
6,567.9912173,250921.68596663704,244135.0094,6104.936665,57.82621453,3,184992115.6,1,15559620.28,29120.89072,19.08463857,622
6,496.1889026,258553.53438174928,266910.8846,589.9010098,88.85940885,2,316711006.4,1,18646791.1,9046.300194,44.2648563,1595
4,881.5837701,332817.4295554768,192871.8635,9346.344624,86.76828752,4,125967654.3,2,11241244.43,23995.21654,68.82834537,2901
3,318.0342097,204997.11075613723,10893.97061,3503.847723,85.92211721,3,324658829.5,2,15063254.56,13936.61722,75.87329464,2032
5,350.9824644,182385.10425078613,158058.0086,9784.915833,95.72336028,1,293770867.6,2,9147760.81,42273.06152,56.10449303,4218
5,943.8472645,370643.9092865506,15615.90248,7365.729036,60.46583863,2,497141922.4,1,17850947.04,32794.30712,84.30506691,2165
4,516.2541593,354970.1966653543,273243.3705,322.2474297,97.93393251,1,218516911.7,3,13272583.44,805.7897892,12.78995766,1019
2,225.1812165,142243.82808341808,421770.6139,8576.249339,83.4939013,1,400257235.7,1,8864963.2,43393.08114,26.34305382,3206
6,365.6734992,146154.26213724384,221498.5289,6153.217662,62.5963509,3,307607275.6,2,17928753.34,44983.39297,72.44425081,3335
7,701.6021821,349784.6558401639,358730.3264,6281.349616,80.52392688,1,155069651.0,3,9370284.836,29517.96874,26.66226784,4740
7,916.6548226,360985.1862376742,284708.4433,3092.842456,76.18390325,1,356292952.2,3,17495150.3,48522.2406,27.82170355,177
3,741.2825337,495559.57583745674,124276.1724,5271.110561,71.24713308,1,278406419.2,2,14492588.1,49256.8572,78.87937801,2600
7,941.3461678,396110.4634271131,272515.1267,128.9682687,57.88784651,1,479017350.5,2,9241081.389,49931.18428,13.47053764,1514
4,282.6421008,196537.15418066632,143358.6484,1755.162416,62.96281496,2,159099201.7,1,11322611.51,14076.25763,70.98207005,2110
4,745.8456941,291628.03592823364,26556.73913,3192.140586,58.15531243,4,417778757.2,3,3843890.172,42874.72945,67.96701915,3969
4,568.0350241,338220.5174777669,193344.8084,1632.292151,89.82425981,1,481380967.8,2,16236010.44,22155.68971,60.8687867,600
6,357.9717155,127865.93670691535,175107.8251,1829.131263,50.54687085,3,285983914.1,2,7902465.329,18564.81922,69.74555239,377
6,242.1663829,131744.0500861738,33038.77917,5715.128964,90.0708634,3,372641341.7,3,13823920.54,31136.60604,73.97776712,4414
4,187.8252182,128214.22717494903,329105.6826,2751.930083,83.22201236,2,221198067.7,1,10963555.33,34401.2917,68.78988029,1130
5,98.59877622,58310.39700310488,406692.3486,3431.243084,73.51585141,4,359267868.6,1,435792.8124,1710.281075,2.765307452,3397
3,491.9081495,339759.71304422786,347057.1976,4383.146916,94.4761862,2,364433597.6,2,17698894.79,17182.62206,10.8064491,2914
2,848.3918213,393067.11783481145,87964.6644,3529.660455,70.59550536,4,338397566.8,3,5100901.255,27717.67263,37.31450591,243
2,722.9252725,328648.53307494434,36671.58179,6481.70215,57.27113382,3,239514597.5,2,5327864.393,40331.61702,10.62986392,3186
3,560.8183034,299672.062965914,139681.6861,8625.455981,80.88757878,3,372855348.9,1,1371864.988,26651.73966,4.603258722,1818
7,308.17319,137081.65282306715,287727.3568,8080.387912,69.16034513,3,23174993.62,3,4524260.442,37021.80301,89.05187621,141
1,913.1780331,424168.8536992817,81596.20472,8793.541247,96.51611051,4,169060028.6,2,4868226.829,13716.14193,82.12725231,4867
5,965.4386081,427610.4797754264,324715.1269,5055.431057,59.86860837,1,455335956.5,2,15092986.88,18559.41233,52.18123209,1416
6,245.693666,107455.74928425383,95856.02375,6474.000431,93.95965961,2,139276518.6,1,17106525.53,15585.27317,6.782262098,2472
7,328.9138526,162627.24619083555,403431.2685,9119.528094,62.88694589,2,84982079.93,1,4381840.221,16433.13461,20.86904998,3001
7,512.777597,217248.42694337683,33729.98241,3923.801778,62.28605914,1,201303494.8,2,14080227.95,49520.99616,38.81684294,3076
7,927.5222558,290194.5210655386,93205.44805,4356.047046,74.86041823,4,318604632.0,2,6382826.521,39191.2634,71.753186,15
7,666.7756876,214402.6827192357,439377.391,8247.092997,83.96230194,4,367180250.1,1,19286654.84,40987.61263,49.18810353,2558
1,175.4648342,109832.79658154526,416434.3953,9380.297443,85.64269067,2,72747187.29,2,15887707.59,16405.61569,69.19903746,140
2,544.2774522,372478.1103303476,249047.4323,8878.561818,74.46851295,1,345637943.6,3,9737781.506,41500.13631,32.7804585,3772
4,941.3976144,450204.3701915641,82383.75045,6850.878237,51.66581627,1,95712086.17,1,16856916.5,19610.35083,14.13042568,4481
6,459.9102703,179984.71492007026,180731.4622,6796.895766,77.58468774,3,319678572.8,2,10378929.13,34160.12865,94.30998998,2222
4,377.8451773,216737.69507981848,69434.80616,6142.587397,94.16329753,2,420462456.8,3,7691469.118,46077.79404,93.80028677,377
3,603.9660722,409769.34549930925,219937.7123,9448.7043,98.89096757,2,101391494.7,2,2371829.969,17028.43816,43.55086211,1375
7,822.0043656,310512.35350478033,427976.9917,4602.426845,88.47169551,1,354495467.6,3,18524108.65,2568.87726,64.83992531,1649
2,768.0731086,431063.14734254533,398838.8614,4484.660088,74.52327408,2,32291419.44,1,3754284.905,44837.4464,98.19903216,228
6,431.074839,197742.34809027342,72322.18895,3942.427559,72.21314045,3,103178073.8,3,7706390.061,27166.27573,98.59082114,3551
4,825.3711349,300443.52847838885,390248.3991,7319.024849,98.46997357,4,356536516.2,2,12614784.74,45537.52088,34.55674162,1755
2,901.500883,595658.0559519094,104977.1877,4932.95394,63.64735589,1,110904514.4,1,17092373.78,22660.29997,46.58988853,4855
6,275.6465378,99419.91308887102,377938.4941,5610.374391,88.92037667,4,204281583.6,1,3037756.866,4325.304551,39.71796316,2725
7,199.6295708,104958.01893061431,120548.8342,3091.03023,93.78496307,1,125290342.6,2,12510892.58,11356.91252,30.93038886,4794
3,176.2921163,142574.5256976955,153410.5837,8660.690752,89.85851741,1,327234178.3,2,2869860.124,3986.760738,98.3055142,469
2,623.7298988,318787.28937943873,24004.04972,196.2036858,53.42136314,4,262956163.5,3,14471524.23,41201.99858,62.06376197,1061
4,685.9092075,233189.83183679325,397267.1632,9435.792253,96.22820475,4,349161593.1,2,9082511.203,49910.24772,7.035990997,485
2,965.5281308,390081.10168711236,247237.955,4880.214502,74.03682518,4,399030551.8,3,14616249.33,23054.63624,83.6363257,3361
1,832.0369949,341292.9860490939,416013.9068,9566.298291,70.99853935,3,117712223.9,2,4224867.29,28830.17118,93.63233158,1351
5,948.040927,433972.24091320037,333594.6065,2077.239476,78.40132389,1,233341400.7,2,15472949.28,33486.70974,31.842806,2738
5,565.6070841,286161.40412289277,100796.4736,8331.433877,79.13156605,1,345959771.8,1,18684764.44,45946.3643,67.43835555,4200
4,377.2293394,206691.44724350853,305971.3036,9656.151109,98.8744544,2,457889446.8,1,14602599.81,47859.65873,2.574521664,3369
7,336.6929282,143836.46253442997,41648.91915,5130.510575,76.07650089,3,174055291.7,1,373267.5202,12846.16341,82.39687463,1272
6,253.0797111,127394.56174667436,321406.8827,6508.053533,74.32408042,2,199490382.0,3,10907519.43,14140.34107,40.06586769,1512
7,836.2835785,396532.9218783519,368343.5608,5883.294534,95.69199312,1,376464336.1,1,7419870.289,31347.73815,40.09681753,1126
2,819.5221658,383365.3148287216,60910.95394,755.9277391,83.3973495,3,443519276.2,2,6736691.215,38809.37548,71.12290353,856
5,824.8833428,344605.17246356956,60421.04413,6626.100785,87.47763306,4,263596403.6,2,16775458.42,889.4247701,62.54015458,3942
6,792.3037134,279780.4831314751,14276.97872,5766.354123,88.99277593,3,310120955.3,1,14857463.82,45354.15018,77.67867185,3297
3,420.4562446,229218.14593771662,212936.9619,1981.562443,71.07056535,4,473010239.7,1,6446532.911,29120.24043,2.458372221,4850
4,501.3048369,249727.16631223954,139313.36,9484.539556,57.88271339,1,373385605.6,1,6484057.691,39388.00567,3.60318577,842
2,879.5806473,468740.4835509623,398021.2565,4809.018368,56.07379571,3,365358300.3,2,16914133.99,17815.37757,5.494347149,2063
6,372.6137004,174218.9799128699,278355.7319,2129.352315,65.29316121,3,308890259.4,1,7502142.254,12806.09723,89.99996164,2220
1,639.6538401,432065.73877183284,148997.0027,9582.574085,82.67194222,1,264520398.5,3,16559423.51,22022.26016,2.265998523,106
3,691.2987627,435903.52858388354,170566.5549,6630.412913,74.10893472,3,177536750.3,3,7559277.182,31361.5335,26.23786181,1069
4,944.7676107,361927.7532633392,328436.508,2827.664573,87.23808923,4,121118363.2,1,17439826.38,40193.0985,76.53858962,3427
3,2.884848707,34236.098777830164,404848.5966,50.654544,52.63955756,2,292810284.1,3,11298173.34,40767.52677,26.70934756,760
7,173.7949203,89421.26691892967,392389.4244,9809.352333,53.11775938,4,289671812.4,1,16700889.22,32161.63587,41.94824704,4207
5,275.2325078,103386.9098642761,40842.89934,4936.292664,66.90506627,4,173437367.6,1,6310516.538,12793.91662,87.3026611,1511
6,138.0448301,70055.94935144481,194679.8837,9980.52696,99.57689838,4,158347735.4,1,17229847.59,27917.02978,96.15733095,701
3,272.7982089,202867.9517206825,159407.0295,5953.030145,90.68065975,1,376977401.0,1,11350829.28,12742.97114,2.884349603,3824
5,274.4340188,126708.69568225312,248186.0878,6718.909782,65.15560343,3,225539082.1,3,6270193.208,12561.05519,27.27030433,3885
7,110.9871763,69631.74377878165,45587.25272,2756.927737,84.19760099,3,389800724.6,1,14006207.7,1681.518948,82.93455179,2717
3,425.644933,298360.9139171361,192074.4859,9735.655742,74.57660639,2,411308480.9,3,10094570.12,29384.74692,89.58256999,1692
7,14.96908125,37853.29882064689,418152.3643,2814.870114,74.72524782,2,199286561.7,3,4766469.676,36766.08947,70.2312153,1040
5,80.49439108,62121.93305767502,228239.877,6775.591461,66.38741777,2,368213921.4,2,5113758.292,47371.14945,85.63988608,780
6,888.9930125,372116.4983086849,2110.815937,6748.438669,62.63397159,2,407499144.1,2,9890501.533,21609.99527,37.78077419,3625
4,511.2150069,301543.6566683081,85328.13798,4439.913378,77.01755827,2,377952689.3,1,15809143.2,37658.70144,26.02737212,3895
7,657.221978,254149.929881458,137303.3672,3917.009294,86.90681879,2,241544968.9,2,5362918.087,43031.75182,8.698940129,2610
6,222.9422438,95769.04035522536,256714.614,5422.858311,94.34466727,4,396429804.5,3,2052367.478,30119.95448,17.90627134,1962
3,796.4602122,382274.695316783,247420.7008,4220.716552,66.22273582,3,122453485.7,3,10518949.25,26240.82788,36.88384377,2063
5,244.0921147,108339.5317479771,241409.4052,1681.096588,74.70399242,4,355293729.7,3,11131296.25,6906.032928,3.171966598,1613
5,463.9380702,226116.55804491896,72693.86261,4641.458114,62.46653412,3,43154456.24,3,6490682.059,7740.188081,70.40788889,2169
5,21.60386127,45106.0234557059,235261.0829,7945.796128,52.6418659,1,382016852.9,2,16514807.08,5797.333804,95.83494903,4153
7,735.127651,228344.06512384478,236065.0337,5907.422405,52.42045293,2,107848046.7,3,6443387.34,32018.68944,81.02233276,2294
